Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
questreward_toc_amelia1_name,Quest,Quest Info,,,"Obtain The map titled 'Amelia Earhart'",,"Nimmt die Karte namens Amelia Earhart","Obter O mapa intitulado 'Amelia Earhart'","Obtenir la carte intitulée' Amelia Earhart","Ottenere La mappa intitolata 'Amelia Earhart'","「アメリア・イアハート」というタイトルの地図を取得します。","아멜리아 에어하트 (Amelia Earhart)' 라는 제목의 지도를 얻다.","Uzyskaj mapę zatytułowaną' Amelia Earhart '","Obter O mapa intitulado 'Amelia Earhart'","Получить карту под названием 'Амелия Эрхарт","Amelia Earhart' başlıklı haritayı alın","获取题为 'Amelia Earhart ' 的地图","取得標題為' Amelia Earhart'的地圖","Obtener el mapa titulado 'Amelia Earhart'"
questreward_toc_amelia1_subtitle,Quest,Quest Info,,,"Return to the trader",,"Gehe zurück zum Händler","Retorno para o comerciante","Retour à l'opérateur","Torna al commerciante","トレーダーに戻る","거래자에게 돌아가십시오.","Powrót do handlowca","Retorno para o comerciante","Возвращение к трейдеру","Tüccar 'a geri dön","回到贸易商","回到交易者","Retorno al comerciante"
questreward_toc_amelia1_description,Quest,Quest Info,,,"Return to the trader to obtain the map to lead you to the location Amelia Earhart is buried.",,"Gehe zurück zum Händler und erhalte die Karte von Amelia","Retorne ao comerciante para obter o mapa para conduzi-lo à localização Amelia Earhart está enterrada.","Retour à l'opérateur pour obtenir la carte pour vous conduire à l'endroit Amelia Earhart est enterré.","Torna al commerciante per ottenere la mappa per condurti alla location Amelia Earhart è sepolta'.","地図を取得するためにトレーダーに戻って、アメリア・イアハートが埋葬されている ' 。","거래자에게 돌아가서 지도를 얻어 아멜리아 에어하트의 위치를 알려 주십시오.","Powrót do handlowca, aby uzyskać mapę, aby doprowadzić cię do lokalizacji Amelia Earhart jest pochowany.","Retorne ao comerciante para obter o mapa para conduzi-lo à localização Amelia Earhart está enterrada.","Вернуться к торговцу, чтобы получить карту, чтобы привести вас в расположение Амелии Эрхарт'.","Seni Amelia Earhart 'ın gömüldüğü yere götürecek haritayı elde etmek için tüccarına geri dön.","返回给交易者以获取地图，带领您前往 Amelia Earhart 所在的位置。","回到商人去獲取地圖，帶你到艾米利亞 - 埃爾哈特的埋葬地點。","Volver al comerciante para obtener el mapa para llevarte a la ubicación Amelia Earhart está enterrado'."
questreward_toc_amelia1_offer,Quest,Quest Info,,,"Now that you've collected your 5,000 Dukes, return to the trader with your writ to obtain the map titled Amelia Earhart.",,"Du hast 5000 Dukes gesammelt gehe nun zurück zum Händler und erhalte die Karte zu Amelias Absturzstelle","Agora que você já colecionou seus 5.000 Duques, retorne ao comerciante com seu escrito para obter o mapa intitulado Amelia Earhart.","Maintenant que vous avez collectes vos 5.000 Dukes, revenez à l'opérateur avec votre bref pour obtenir la carte intitulée Amelia Earhart.","Ora che hai raccolto i tuoi 5.000 Duchi, torna al commerciante con il tuo writ per ottenere la mappa intitolata Amelia Earhart'.","「 5,000 人のデュークスを集めて、あなたの令状を持ってトレーダーに戻って、アメリア・イアハートというタイトルの地図を手に入れるために。」","지금 당신이 5000대의 듀크스를 수집했으니, 당신의 영장을 가지고 있는 무역업자에게 돌아오면 Amelia Earhart 라는 제목의 지도를 얻을 수 있습니다.","Teraz, gdy zebrałeś swoje 5.000 Dukes, wróć do handlowca z writtem, aby uzyskać mapę zatytułowaną Amelia Earhart.","Agora que você já colecionou seus 5.000 Duques, retorne ao comerciante com seu escrito para obter o mapa intitulado Amelia Earhart.","-Теперь, когда вы собрали 5 тысяч герцогов, вернитесь к торговцу, чтобы получить карту под названием Амелия Эрхарт.","Şimdi 5000 Dukes 'ı topladığına göre ...' 'Amelia Earhart' isimli haritayı elde etmek için ... ... senin için, ... ... simginle birlikte tüccar 'a geri dön.","现在你已经收集了你的 5000 杜克斯，然后带着你的令状回到商人那里，以获得名为 Amelia Earhart 的地图。","「既然你已經收集了 5000 個杜克斯，請將你的令狀歸還給交易員，以獲得名為 Amelia Earart的地圖。」","Ahora que has recogido tus 5.000 Duques, regresa al trader con tu escrito para obtener el mapa titulado Amelia Earhart'."
questreward_toc_amelia1_statement,Quest,Quest Info,,,"Purchase the map to discover the truth of Amelia Earhart's coffin location.",,"Kaufe die Karte die Infos über den Standpunkt von Amelias Grab gibt","Comprar o mapa para descobrir a verdade do local do caixão de Amelia Earhart.","Acheter la carte pour découvrir la vérité du cercueil d'Amelia Earhart.","Acquistare la mappa per scoprire la verità della bara di Amelia Earhart'.","地図を購入してアメリア・イアハートの棺の場所の真実を発見します","아멜리아 에어하트의 관이 있는 곳의 진실을 발견하기 위해 지도를 구입하라.","Kupuj mapę, by odkryć prawdę o położeniu trumny Amelii Earhart.","Comprar o mapa para descobrir a verdade do local do caixão de Amelia Earhart.","Купите карту, чтобы узнать правду о месте гроба Амелии Эрхарт'.","Amelia Earhart 'ın tabut yerinin gerçeklerini keşfetmek için haritayı satın alın.","购买地图以发现阿米莉亚 - 埃尔哈特的棺木位置","「購買地圖，以發現艾蜜莉亞 - 埃爾哈特的棺木位置真相。」","Compra el mapa para descubrir la verdad de la ubicación del ataúd de Amelia Earhart'."
questrewarddialog_toc_amelia1,Quest,Dialogs,,,"Return to the trader to obtain the map to Amelia Earhart's coffin location.",,"Gehe zurück zum Händler um die Karte zu Amelias Grab Aufenhaltspunkt zu bekommen","Retorne ao comerciante para obter o mapa para a localização do caixão de Amelia Earhart.","Retournons à l'opérateur pour obtenir la carte du cercueil d'Amelia Earhart.","Torna al commerciante per ottenere la mappa della bara di Amelia Earhart'.","「トレーダーに戻って、アメリア・イアハートの棺への地図を入手した。」","Amelia Earhart의 관 위치에 대한 지도를 얻기 위해서 무역업자에게 돌아가라.","Powrót do przedsiębiorcy, aby uzyskać mapę do lokalizacji trumny Amelii Earhart.","Retorne ao comerciante para obter o mapa para a localização do caixão de Amelia Earhart.","Вернуться к торговцу, чтобы получить карту в месте гроба Амелии Эрхарт'.","Haritayı Amelia Earhart 'ın tabut konumuna almak için simitlere dönün.","返回交易商以获取 Amelia Earhart的棺址地图","回到商人去把地圖拿到阿米莉亞 - 埃爾哈特的棺材位置","Volver al comerciante para obtener el mapa a la ubicación del ataúd de Amelia Earhart'."
questitem_toc_amelia1map_name,items,Quest - Note,,,"+Map to Amelia Earhart's Coffin",,"+Map über Standpunkt Amelias Grab","+ Mapa para o caixão de Amelia Earhart","+ Carte du cercueil d'Amelia Earhart","+ Mappa alla bara di Amelia Earhart","+ アメリア・イアハートの棺への地図","+Map to Amelia Earhart's 관","+ Mapa do trumny Amelii Earhart","+ Mapa para o caixão de Amelia Earhart","+ Карта гроба Амелии Эрхарт","Amelia Earhart 'ın tabutuna harita","+映射到 Amelia Earhart 的棺材","+Map to Amelia Earhart 棺木","+ Mapa del ataúd de Amelia Earhart"
questitem_toc_amelia1map_desc,items,Quest - Note,,,"This map is purported to reveal the secret location where Amelia Earhart's body is buried. It shows the local region with which you are familiar, with a long squiggly line leading into uncharted territory.",,"Diese Karte zeigt dir wo du nach Amelias Grab suchen musst","Este mapa é suposto para revelar o local secreto onde o corpo de Amelia Earhart está enterrado. Ela mostra a região local com a qual você é familiar, com uma longa linha de squiggly levando em território descarbonado.","Cette carte est censée révéler l'endroit secret où est enterré le corps d'Amelia Earhart. Il montre la région locale avec laquelle vous êtes familier, avec une longue ligne qui mène à un territoire non cartographié.","Questa mappa è purportata per rivelare la posizione segreta dove il corpo di Amelia Earhart è sepolto. Mostra la regione locale con cui si conosce, con una lunga linea squiete che conduce in un territorio non incantato '.","「この地図は、アメリア・イアハートの遺体が埋葬されている秘密の場所を明らかにするために意図されています。 それはあなたがなじみ深い地域を示しており、長い従者が未知の領域につながっていることを示しています」","이 지도는 아멜리아 에어하트의 시신이 묻혀 있는 비밀 장소를 밝히기 위한 것입니다. 여기에는 익숙한 로컬 영역이 표시되며, 길게 쪼그리는 선은 미지의 영역으로 연결되어 있습니다.","Ta mapa została wywieziona w celu ujawnienia tajnej lokalizacji, gdzie ciało Amelii Earhart jest pogrzebane. Pokazuje on lokalny region, z którym jesteś zaznajomiony, z długą wiewicącą linią prowadzącą do niewdzięczanego terytorium.","Este mapa é suposto para revelar o local secreto onde o corpo de Amelia Earhart está enterrado. Ela mostra a região local com a qual você é familiar, com uma longa linha de squiggly levando em território descarbonado.","Эта карта направлена на то, чтобы раскрыть секретное место, где похоронена тело Амелии Эрхарт. Он показывает местный регион, с которым вы знакомы, с длинной скважиной линией, ведущей на неизведанные территории '.","Bu harita, Amelia Earhart 'ın cesedinin gömüldüğü gizli yeri açığa çıkarmak üzere.' Keşfedilmemiş bir bölgeye giden uzun bir gedik çizgisine sahip olduğunuz yerel bölgeyi gösteriyor.","这张地图的本意是揭露阿梅莉亚 - 埃尔哈特的尸体被埋葬的秘密地点。 它显示了您所熟悉的当地区域，其中一条长的乌贼线通向未知领域。","這張地圖據稱將揭示 Amelia Earhart 屍體被埋在那裡的秘密地點。 它顯示了你熟悉的當地地區，並有一條漫長的界線，通向未知領域。」","Este mapa pretende revelar la ubicación secreta donde está enterrado el cuerpo de Amelia Earhart. Muestra la región local con la que usted está familiarizado, con una larga línea en cuclillas que conduce a un territorio inexplorado '."
questitem_toc_amelia_journal_name,items,Quest - Note,,,"Amelia Earhart's journal",,"Amelias Unterlagen","Diário de Amelia Earhart","Journal d'Amelia Earhart","Il diario di Amelia Earhart","アメリア・イアハートの日記","아멜리아 에어하트의 일기","Dziennik Amelia Earhart","Diário de Amelia Earhart","Журнал Амелии Эрхарт","Amelia Earhart 'ın günlüğü","Amelia Earhart的期刊","阿米莉亞 - 埃爾哈特的日記","La revista de Amelia Earhart"
questitem_toc_amelia_journal_desc,items,Quest - Note,,,"This is the long-lost journal of Amelia Earhart. Contained within these pages are stories of her final days, and rough sketches of some type of flying contraption.",,"Das sind Amelias lange Zeit verlorenen Unterlagen. In diesen befinden sich Geschichten über ihre letzten Tage und grobe Notizen über ein Fluggerät","Esta é a revista de longa-custo de Amelia Earhart. Contidos dentro dessas páginas estão histórias de seus dias finais, e esboços áscidos de algum tipo de contrapção voadora.","C'est le journal perdu de longue date d'Amelia Earhart. Dans ces pages, on trouve des histoires de ses derniers jours, et des croquis grossies de certains types de contrées volantes.","Questo è il diario a lungo perduto di Amelia Earhart. Contenuti all'interno di queste pagine sono storie dei suoi ultimi giorni, e schizzi grezzi di qualche tipo di contrapposizione volante '.","「これは、失われたアメリア・イアハートの日記帳です。 これらのページの中に含まれるのは、彼女の最後の日の話であり、いくつかの種類のフライング・コントラクションのようなものです」","이것은 아멜리아 에어하트의 오랜 일기입니다. 이 페이지 내에는 그녀의 마지막 날들에 대한 이야기들이 있고, 어떤 형태의 비행 대비에 대한 개략적인 스케치들이 있습니다.","To jest dawno zaginionego dziennika Amelii Earhart. Zawarte w tych stronach są opowieści o jej ostatnich dniach, i szorstko szkicom pewnego rodzaju latania kontrapcji.","Esta é a revista de longa-custo de Amelia Earhart. Contidos dentro dessas páginas estão histórias de seus dias finais, e esboços áscidos de algum tipo de contrapção voadora.","Это долгожданный журнал Амелии Эрхарт. В этих страницах содержатся рассказы о ее последних днях, а также грубые наброски какого-то типа летающего контратака '.","Bu, Amelia Earhart 'ın uzun zamandır kayıp olan günlüğü. Bu sayfalarda yer alan son günlerine ait hikayeler, ve bir tür uçan kontraksamanın kaba taslakları.","这是梅莉亚 - 埃尔哈特 ( Amelia Earhart) 的长篇日志。 这些书页里包含了她最后几天的故事，以及一些飞行对比的粗略草图。","這是 Amelia Earhart 的久久失掉的日記。 這些作品中包含的是她最後幾天的故事，以及一些飛行中的粗糙草圖。","Esta es la revista largamente perdida de Amelia Earhart. Dentro de estas páginas se encuentran historias de sus últimos días, y bocetos ásperos de algún tipo de artilugio volador."
quest_toc_amelia2_name,Quest,Quest Info,,,"Quest to discover Amelia Earhart's past",,"Quest zur Enthüllung Amelias Vergangenheit","Quest para descobrir o passado de Amelia Earhart","Quest to discover Amelia Earhart's past","Quest per scoprire il passato di Amelia Earhart","「アメリア・イアハートの過去を発見するためのクエスト」","아멜리아 에어하트의 과거를 발견하기 위한 퀘스트","Quest odkryć Amelia Earhart's przeszłości","Quest para descobrir o passado de Amelia Earhart","Quest to discover Amelia Earhart","Amelia Earhart 'ın geçmişini keşfetmeye çalışma.","探索艾米利亚 - 埃尔哈特的过去","探索艾米莉亞 - 埃爾哈特的過去","Quest para descubrir el pasado de Amelia Earhart"
quest_toc_amelia2_subtitle,Quest,Quest Info,,,"Discover the truth of Amelia's final days",,"Erfahre die Wahrheit über Amelias letzte Tage","Descobrir a verdade dos últimos dias de Amelia","Découvrez la vérité des derniers jours d'Amelia","Scopri la verità dei giorni finali di Amelia","「アメリアの最後の日の真実を発見する」","아멜리아의 마지막 날의 진실 발견","Odkryj prawdę o ostatnich dniach Amelii","Descobrir a verdade dos últimos dias de Amelia","Узнать правду об окончательных днях Амелии","Amelia 'nın son günlerinin gerçeklerini keşfedin","发现艾米莉亚最后几天的真相","發現艾米莉亞最後幾天的真相","Descubre la verdad de los últimos días de Amelia"
quest_toc_amelia2_description,Quest,Quest Info,,,"Dig up the location on the map to locate Amelia Earhart's coffin.",,"Grabe die Stelle nach Amelias Sarg ab","Desenhe a localização no mapa para localizar o caixão de Amelia Earhart.","Dig up the location on the map to locate Amelia Earhart's coffin.","Dig up the location sulla mappa per individuare la bara di Amelia Earhart'.","アメリア・イアハートの棺を見つけるために地図上の位置を確認してください","아멜리아 에어하트의 관을 찾기 위해 지도 위에 위치를 확대하라.","Wykopać miejsce na mapie, by zlokalizować trumnę Amelii Earhart.","Desenhe a localização no mapa para localizar o caixão de Amelia Earhart.","Копайте место на карте, чтобы найти гроб Амелии Эрхарт'.","Amelia Earhart 'ın tabutunu bulmak için haritadaki yeri kazın.","挖掘地图上的位置找到艾米莉娅 - 埃尔哈特的棺木","把地圖上的位置放在地圖上找到艾蜜莉亞 - 埃爾哈特的棺材","Dig up the location on the map to locate Amelia Earhart's ataud'."
quest_toc_amelia2_offer,Quest,Quest Info,,,"As you examine it, you see that next to the X on the map is the written word 'Amelia'. In the bottom corner, there is scrawled a small note:\n\n'In case I don't make it, please find her and finish her dream.\n\n- Fred N.'",,"Als du die Karte untersuchst siehst du neben dem X auf der Karte das geschrieben Wort AMELIA. In der unteren Ecke ist eine kleine Notiz gekritzelt FALLS ICH ES NICHT SCHAFFE BEENDE MEIN WERK","Ao examiná-lo, você vê que ao lado do X no mapa está a palavra escrita 'Amelia'. No canto inferior, há um pequeno notebook: \n \n 'No caso de eu não conseguir, por favor, encontre-a e termine seu sonho. \n \n-Fred N.'","Quand vous l'examinez, vous voyez qu'à côté du X sur la carte est le mot écrit' Amelia '. Dans le coin inférieur, il y a un petit bloc-notes: \n \n'Dans le cas où je ne le fais pas, je vous prie de la trouver et de terminer son rêve. \n \n-Fred N.'","Come si esamina, si vede che accanto alla X sulla mappa c'è la scritta 'Amelia'. Nell'angolo in basso c'è scrawato un piccolo note: \n \n 'Nel caso non ce la faccio, la trovi e finisci il suo sogno. \n \n - Fred N.'","「調べてみると、地図上の X の隣には「アメリア」という文字が書かれています。 下の角には、ちょっとしたメモがある。 \n\n「私がそれをやらない場合は、彼女を見つけて、彼女の夢を終わらせてください。 \n - フレッド N.'」","여러분이 보시다시피, 지도 위에 있는 X옆에 'Amelia' 라는 글자가 쓰여 있다는 것을 알 수 있습니다. 아래쪽 구석에는 작은 메모를 새긴 것이 있습니다. \n '내가 만들지 않을 경우에는 그녀를 찾아서 그녀의 꿈을 끝내세요. \n - 프레드 노스","Jak to badasz, widzisz, że obok X na mapie jest napisane słowo' Amelia '. W dolnym rogu jest mała uwaga: \n \n 'W przypadku, gdy tego nie robię, znajdź ją i dokończ jej marzenie. \n \n-Fred N.'","Ao examiná-lo, você vê que ao lado do X no mapa está a palavra escrita 'Amelia'. No canto inferior, há um pequeno notebook: \n \n 'No caso de eu não conseguir, por favor, encontre-a e termine seu sonho. \n \n-Fred N.'","Как вы его осматриваете, вы видите, что рядом с Х на карте-это письменное слово' Амелия '. В нижнем углу есть небольшая записная книжка: \n \n 'В случае, если я не делаю этого, пожалуйста, найдите ее и завершите свою мечту. \n \n-Fred N.'","İnceledikçe haritadaki X 'in yanında 'Amelia' yazılı bir kelime olduğunu görürsünüz. Alt köşede küçük bir not aldı: \n \n 'Bunu başaramamam durumunda, lütfen onu bulun ve hayallerini bitirin. \n \n-Fred N.'","当你检视它时，你会看到，地图上的 X 旁边是 ' Amelia ' 这个词。 在右下角，有一个小的笔记本 : \n\n'如果我不做，请找到她并完成她的梦想。\n\n- Fred N. '","當你檢查它時，你會看到地圖上的 X 旁邊是寫著 ' Amelia' 的字。 在最下面的角落，有個小小的 note：\n\n' 如果我不做，請找到她，完成她的夢想。\n\n- Fred N .'","A medida que lo examinas, ves que junto a la X en el mapa está la palabra escrita 'Amelia'. En la esquina inferior, hay scrawled una pequeña nota: \n \n 'En caso de que no lo haga, por favor, encontrarla y terminar su sueño. \n \n-Fred N.'"
quest_toc_amelia2_statement,Quest,Quest Info,,,"Find Amelia Earhart's coffin to discover the truth of her final days.",,"Finde Amelias Sarg um die Wahrheit über ihre letzten Tage zu enthüllen","Encontre o caixão de Amelia Earhart para descobrir a verdade de seus últimos dias.","Trouvez le cercueil d'Amelia Earhart pour découvrir la vérité de ses derniers jours.","Trova la bara di Amelia Earhart per scoprire la verità dei suoi ultimi giorni'.","アメリア・イアハートの棺を見つけて最後の日の真実を発見する","그녀의 마지막 날의 진실을 발견하기 위해 아멜리아 에어하트의 관을 찾아라.","Znajdź trumnę Amelii Earhart, by odkryć prawdę jej ostatnich dni.","Encontre o caixão de Amelia Earhart para descobrir a verdade de seus últimos dias.","Найдите гроб Амелии Эрхарт, чтобы узнать правду о ее последних днях'.","Son günlerin gerçeğini keşfetmek için Amelia Earhart 'ın tabutunu bul.","找阿米莉亚 - 埃尔哈特的棺材去发现她最后几天的真相","找到艾蜜莉 - 埃爾哈特的棺材去發現她最後幾天的真相","Encuentra el ataúd de Amelia Earhart para descubrir la verdad de sus últimos días'."
questdialog_toc_amelia2,Quest,Dialogs,,,"Follow the map, dig up Amelia's coffin, discover the truth",,"Folge der Karte - Grabe Amelias Sarg aus - Enthülle die Wahrheit","Siga o mapa, desenterre o caixão de Amelia, descubra a verdade","Suivez la carte, creusons le cercueil d'Amelia, découvrez la vérité","Segui la mappa, scavi la bara di Amelia, scopri la verità","「地図に従い、アメリアの棺を掘り出して、真実を発見する」","지도를 따라가서, 아멜리아의 관을 캐고, 진실을 발견하라.","Podążaj za mapą, wykopuj trumnę Amelii, odkryj prawdę","Siga o mapa, desenterre o caixão de Amelia, descubra a verdade","Следуй за картой, выкопай гроб Амелии, узнай правду","Haritayı takip et, Amelia 'nın tabutunu araştır, gerçeği keşfet","跟着地图挖艾米莉亚的棺材发现真相","「跟著地圖，挖阿米莉亞的棺木，發現真相」","Seguir el mapa, cavar el ataúd de Amelia, descubrir la verdad"
quest_toc_amelia3_name,Quest,Quest Info,,,"Build a defensible structure.",,"Errichte ein verteidungsfähiges Gebäude","Construa uma estrutura defensável.","Construire une structure défendable.","Crea una struttura difendibile'.","防御可能な構造を構築してください。","방어 가능한 구조를 만들라.","Zbuduj defensible strukturę.","Construa uma estrutura defensável.","Построить защитительную структуру'.","Savunulabilir bir yapı oluşturun.","构建防御型结构 ' 。","構建一個防禦的結構","Construir una estructura defendible'."
quest_toc_amelia3_subtitle,Quest,Quest Info,,,"Find the monster that stole Amelia's plans",,"Finde das Monster das Amelias Pläne gestohlen hat","Encontre o monstro que roubou os planos de Amelia","Trouvez le monstre qui a volé les plans d'Amelia","Trova il mostro che ha rubato i piani di Amelia","アメリアの計画を盗んだ怪物を見つけ出し","아멜리아의 계획을 훔친 괴물을 찾아라.","Znajdź potwora, który ukradł plany Amelii","Encontre o monstro que roubou os planos de Amelia","Найди монстра, который украл планы Амелии","Amelia 'nın planlarını çalan canavarı bul.","找到偷走 Amelia 计划的怪物","找到偷走 Amelia 的計劃的怪物","Encuentra el monstruo que robó los planes de Amelia"
quest_toc_amelia3_description_title,Quest,Quest Info,,,"You get a weird feeling..",,"Du bekommst ein sonderbares Gefühl","Você fica com um sentimento estranho ..","Tu as un sentiment bizarre ..","Hai una strana sensazione ..","変な感じがする","이상한 느낌이 들어요.","Masz dziwne uczucie ..","Você fica com um sentimento estranho ..","У тебя странное чувство ...","Garip bir his var.","你有种奇怪的感觉","你有種奇怪的感覺...","Tienes un sentimiento extraño .."
quest_toc_amelia3_description,Quest,Quest Info,,,"You suddenly remember Fred's note that suggested you should build a defensible position to protect yourself from the monster.\n\n(Activate rally point, then build.)",,"Jetzt erinnerst du dich an Freds Notiz eine verteidungsfähiges Gebäude zu bauen um dich selbst zu schützen. Aktiviere den Sammelpunkt","Você de repente lembra a nota de Fred que sugeria que você deveria construir uma posição defensável para se proteger do monstro. \n \n (Ativar ponto de rali, então construir.)","Vous vous souvenez soudainement de la note de Fred qui vous a suggéré de construire une position défendable pour vous protéger du monstre. \n \n (Activer le point de ralliement, puis construire.)","Ti ricordi improvvisamente la nota di Fred che ti suggerì di costruire una posizione difendibile per proteggerti dal mostro. \n \n (Attiva punto di rally, poi build.)","「あなたは、あなたがモンスターから自分を守るために防御的な位置を作れるべきだということを、突然覚えています。 \n\n( デモ・ポイントを活動化してからビルドします )」","당신은 당신이 괴물로부터 자신을 보호할 수 있는 방어적인 위치를 만들어야 한다고 제안한 프레드의 메모를 갑자기 기억하고 있습니다. \n \n (집회 지점을 활성화하고, 그런 다음에 만들라)","Nagle zapamiętałeś notatkę Freda, która zasugerowała, że powinieneś zbudować obronną pozycję, aby ochronić się przed potworem. \n \n (Aktywuj punkt rajdowy, a następnie budujesz.)","Você de repente lembra a nota de Fred que sugeria que você deveria construir uma posição defensável para se proteger do monstro. \n \n (Ativar ponto de rali, então construir.)","Вы вдруг вспомнили записку Фреда, которая предложила вам построить защитительную позицию, чтобы защитить себя от монстра. \n \n (Активировать точку ралли, затем построим.)","Fred 'in notunu bir anda kendini canavardan korumak için savunulabilir bir pozisyon inşa etmelisin diye hatırlıyordun. \n \n (Ralli noktasını etkinleştir, sonra inşa et.)","你突然想起了 Fred的笔记，建议你建立一个可以防御的位置，保护自己免受怪物的袭击。\n\n(激活集会点，然后构建 ) 。","你突然想起 Fred的遺書，建議你應該建立一個防禦陣地，保護自己不受怪物的保護。\n\n（啟動集合點，然後建造。）","De repente, recuerda la nota de Fred que sugería que debía construir una posición defendible para protegerse del monstruo. \n \n (Activar punto de concentración, luego construir.)"
